ID,Título,Localización,Precio,Características Básicas,Características Extras
85829870,Casa o chalet independiente en venta en calle de la Madre de Dios,Nueva España,4500000,"['Casa o chalet independiente', '552 m² construidos', '6 habitaciones', '7 baños', 'Parcela de 406 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
105781276,Ático en venta en avenida del Planetario,Legazpi,899000,"['222 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1995', 'Calefacción individual: Gas natural', 'Planta 8ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
106185285,Chalet adosado en venta en calle de Gascones,Peñagrande,1390000,"['Chalet adosado', '4 plantas', '407 m² construidos', '8 habitaciones', '5 baños', 'Parcela de 315 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 1980', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
104747069,Piso en venta en calle de Goya s/n,Goya,3600000,"['379 m² construidos', '5 habitaciones', '5 baños', 'Segunda mano/buen estado', 'Trastero', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n22 kWh/m² año', 'Emisiones: \n22 kg CO2/m² año']"
93038743,Ático en venta en Valdemarín,Moncloa,1450000,"['340 m² construidos', '5 habitaciones', '5 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Construido en 2001', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'En trámite']"
101344227,Chalet adosado en venta en Conde Orgaz-Piovera,Hortaleza,2500000,"['Chalet adosado', '520 m² construidos', '5 habitaciones', '7 baños', 'Parcela de 300 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Construido en 1994', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
94914491,Chalet pareado en venta en Conde Orgaz-Piovera,Hortaleza,3100000,"['Chalet pareado', '720 m² construidos', '5 habitaciones', '5 baños', 'Parcela de 696 m²', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur', 'Construido en 1989', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
105575130,Piso en venta en calle del Prado,Huertas-Cortes,565000,"['119 m² construidos', '2 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1900', 'Calefacción central: Gas', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
106037939,Ático en venta en calle de los Fundadores,Fuente del Berro,950000,"['146 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Trastero', 'Planta 5ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
103565392,Chalet adosado en venta en calle de Santolinas,Bernabéu-Hispanoamérica,1050000,"['Chalet adosado', '3 plantas', '160 m² construidos, 132 m² útiles', '3 habitaciones', '3 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1940', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida']","['Aire acondicionado', 'Jardín', 'En trámite']"
104916900,Chalet adosado en venta en Nueva España,Chamartín,3110000,"['Chalet adosado', '453 m² construidos', '5 habitaciones', '6 baños', 'Segunda mano/para reformar', 'Calefacción individual: Gas natural']","['Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
106322579,Chalet pareado en venta en Palomas,Hortaleza,1298000,"['Chalet pareado', '2 plantas', '178 m² construidos', '3 habitaciones', '3 baños', 'Parcela de 292 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Construido en 1988', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Consumo: \n199,7 kWh/m² año', 'Emisiones: \n41,5 kg CO2/m² año']"
106255142,Piso en venta en paseo de los Pontones,Imperial,695000,"['89 m² construidos', '2 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2024', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
96157390,Piso en venta en calle de Recoletos s/n,Recoletos,2600000,"['247 m² construidos', '4 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Calefacción individual: Gas natural', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
106300326,Piso en venta en avenida de los Andes,Conde Orgaz-Piovera,1200000,"['176 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2023', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
104602745,"Piso en venta en calle de Argensola, 11",Chueca-Justicia,645000,"['74 m² construidos', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1910', 'Calefacción individual', 'Planta 2ª interior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
96292622,Casa o chalet independiente en venta en calle del Valle de Toranzo,Valdemarín,2500000,"['Casa o chalet independiente', '761 m² construidos', '11 habitaciones', '10 baños', 'Parcela de 2.517 m²', 'Segunda mano/buen estado']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
104177407,Piso en venta en calle de Artesa de Segre,Ciudad Universitaria,490000,"['80 m² construidos', '1 habitación', '1 baño', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación oeste', 'Calefacción central', 'Bajo exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
104356208,Piso en venta en calle de Ferraz,Argüelles,1890000,"['316 m² construidos', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, oeste', 'Calefacción central: Gas', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
106249087,Piso en venta en calle de Don Ramón de la Cruz,Goya,1050000,"['117 m² construidos', '2 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
102093483,Piso en venta en calle de la Academia,Jerónimos,1200000,"['124 m² construidos', '2 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1970', 'Calefacción individual', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
105276550,Piso en venta en calle de Alcalá,Goya,1690000,"['165 m² construidos', '3 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Orientación sur, oeste', 'Calefacción central', 'Planta 6ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
105624633,N/A,N/A,N/A,[],[]
103952448,Chalet adosado en venta en paseo de La Habana,Nueva España,3110000,"['Chalet adosado', '4 plantas', '420 m² construidos', '5 habitaciones', '5 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Construido en 1987', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
103334938,Casa o chalet independiente en venta en calle de Zumárraga,El Plantío,2950000,"['Casa o chalet independiente', '3 plantas', '780 m² construidos', '7 habitaciones', '8 baños', 'Parcela de 3.528 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Construido en 1970']","['Piscina', 'Consumo:', 'Emisiones:']"
106296553,Piso en venta en calle del Duque de Sesto,Goya,1650000,"['192 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
102922909,Chalet pareado en venta en paseo de los Jacintos,Bernabéu-Hispanoamérica,3000000,"['Chalet pareado', '269 m² construidos', '4 habitaciones', '5 baños', 'Parcela de 234 m²', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
103342470,Casa o chalet independiente en venta en avenida de Fuentelarreina,Ciudad Universitaria,2250000,"['Casa o chalet independiente', '3 plantas', '510 m² construidos', '6 habitaciones', '7 baños', 'Parcela de 1.280 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 1970', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
105438638,Piso en venta en de Alberto Aguilera,Malasaña-Universidad,1060000,"['Alquilada, con inquilinos', '170 m² construidos', '4 habitaciones', '4 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este, oeste', 'Construido en 1950', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n1 kWh/m² año', 'Emisiones: \n1 kg CO2/m² año']"
104484357,N/A,N/A,N/A,[],[]
105033854,Piso en venta en calle del Conde de Peñalver,Goya,2350000,"['172 m² construidos', '4 habitaciones', '4 baños', 'Balcón', 'Segunda mano/para reformar', 'Orientación oeste', 'Construido en 1930', 'Calefacción individual: Gas natural', 'Planta 2ª exterior', 'Con ascensor']","['Consumo: \n193,3 kWh/m² año', 'Emisiones: \n40,7 kg CO2/m² año']"
28839965,Casa o chalet independiente en venta en calle Paradores,El Plantío,3100000,"['Casa o chalet independiente', '4 plantas', '1.525 m² construidos, 1.200 m² útiles', '5 habitaciones', '6 baños', 'Parcela de 4.440 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este', 'Construido en 1993', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
106046207,Ático en venta en calle de Pablo Vidal,Colina,1770000,"['297 m² construidos', '4 habitaciones', '5 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2023', 'Calefacción individual: Eléctrica', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
98300869,Casa o chalet independiente en venta en Virgen de los Rosales,Aravaca,3950000,"['Casa o chalet independiente', '2 plantas', '725 m² construidos', '8 habitaciones', '8 baños', 'Parcela de 2.566 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Construido en 1975']","['Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
104428294,Casa o chalet independiente en venta en calle Paradores,El Plantío,2300000,"['Casa o chalet independiente', '2 plantas', '541 m² construidos', '5 habitaciones', '5 baños', 'Parcela de 2.500 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Construido en 2004', 'Calefacción individual']","['Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
97396480,Piso en venta en Alberto Alcocer,Nueva España,3000000,"['310 m² construidos', '4 habitaciones', '5 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, oeste', 'Construido en 2002', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
104179896,Casa o chalet independiente en venta en Amorabieta,El Plantío,2900000,"['Casa o chalet independiente', '1.768 m² construidos', '8 habitaciones', '9 baños', 'Parcela de 3.222 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
102694762,Casa o chalet independiente en venta en calle de Guerrero y Mendoza,Ciudad Jardín,2475000,"['Casa o chalet independiente', '300 m² construidos', '3 habitaciones', '4 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, sur, este, oeste', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
105943886,Piso en venta en calle de los Gavilanes,Fuentelarreina,920000,"['207 m² construidos', '4 habitaciones', '3 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Calefacción central', 'Planta 5ª exterior', 'Con ascensor']","['Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
104938362,N/A,N/A,N/A,[],[]
105968310,Piso en venta en calle de Bailén,Palacio,1100000,"['164 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Trastero', 'Construido en 1940', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
105547133,Casa o chalet independiente en venta en calle Peguerinos,Ciudad Universitaria,3900000,"['Casa o chalet independiente', '709 m² construidos', '5 habitaciones', '6 baños', 'Parcela de 1.005 m²', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, sur, este, oeste']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
103682987,Casa o chalet independiente en venta en calle Lamiaco,El Plantío,2950000,"['Casa o chalet independiente', '2 plantas', '555 m² construidos', '6 habitaciones', '6 baños', 'Parcela de 2.502 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Construido en 1970', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
104079750,Chalet pareado en venta en Canillas,Hortaleza,1795000,"['Chalet pareado', '3 plantas', '438 m² construidos', '5 habitaciones', '5 baños', 'Parcela de 250 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, oeste', 'Construido en 1998', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
103930746,Chalet adosado en venta en Salvador,San Blas,1250000,"['Chalet adosado', '4 plantas', '367 m² construidos', '4 habitaciones', '5 baños', 'Parcela de 40 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 1997', 'Calefacción individual: Gas natural', 'Solo acceso exterior adaptado para personas con movilidad reducida']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
105020455,Ático en venta en Almagro,Chamberí,1895000,"['196 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje por 50.000 € adicionales', 'Segunda mano/buen estado', 'Calefacción individual: Gas natural', 'Planta 7ª exterior', 'Con ascensor']",['En trámite']
105659785,N/A,N/A,N/A,[],[]
99071255,Casa o chalet independiente en venta en Nueva España,Chamartín,3500000,"['Casa o chalet independiente', '376 m² construidos', '5 habitaciones', '6 baños', 'Parcela de 232 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
86575273,Casa o chalet independiente en venta en Conde Orgaz-Piovera,Hortaleza,5450000,"['Casa o chalet independiente', '3 plantas', '1.198 m² construidos', '7 habitaciones', '6 baños', 'Parcela de 1.375 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Construido en 2020', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
104286191,Piso en venta en calle de José Abascal,Nuevos Ministerios-Ríos Rosas,2790000,"['459 m² construidos', '4 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1957', 'Calefacción central: Gas', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
103518655,Casa o chalet independiente en venta en ronda Abubilla,Conde Orgaz-Piovera,3500000,"['Casa o chalet independiente', '3 plantas', '489 m² construidos', '6 habitaciones', '6 baños', 'Parcela de 1.031 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, oeste', 'Construido en 2017', 'Calefacción individual']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
105027371,Piso en venta en calle de Alcalá,Guindalera,1149000,"['207 m² construidos', '3 habitaciones', '3 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 1957', 'Calefacción central: Gas', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n138 kWh/m² año', 'Emisiones: \n34 kg CO2/m² año']"
105245909,Dúplex en venta en calle Ariel,Legazpi,1100000,"['235 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2005', 'Calefacción individual: Gas natural', 'Planta 9ª exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
104804297,Piso en venta en calle de Santiago,Palacio,1400000,"['240 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación sur, este', 'Calefacción individual: Gas natural', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
105948599,Piso en venta en Casco Histórico de Vallecas,Villa de Vallecas,395000,"['204 m² construidos', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Calefacción individual: Gas natural', 'Planta 1ª exterior', 'Sin ascensor']","['Aire acondicionado', 'En trámite']"
105113334,Ático en venta en calle de Fuencarral,Malasaña-Universidad,1030000,"['60 m² construidos', '2 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Orientación este', 'Calefacción individual', 'Planta 5ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
106026132,Piso en venta en calle de Toledo,Palacio,529000,"['89 m² construidos', '3 habitaciones', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Construido en 1900', 'Calefacción individual', 'Planta 4ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
103365766,Piso en venta en via Gran,Palacio,1080000,"['101 m² construidos', '2 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, este', 'Construido en 1920', 'Calefacción central: Gas', 'Planta 7ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
105969917,Ático en venta en calle de Arriaza,Argüelles,580000,"['69 m² construidos', '2 habitaciones', '1 baño', 'Terraza y balcón', 'Segunda mano/buen estado', 'Orientación sur, oeste', 'Construido en 1929', 'Calefacción central: Gas', 'Planta 6ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo: \n1 kWh/m² año', 'Emisiones: \n1 kg CO2/m² año']"
103052663,N/A,N/A,N/A,[],[]
96990574,Chalet pareado en venta en avenida del Papa Negro,Conde Orgaz-Piovera,1890000,"['Chalet pareado', '385 m² construidos', '5 habitaciones', '4 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, oeste', 'Construido en 1994', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
104111225,Chalet adosado en venta en Nueva España,Chamartín,3110000,"['Chalet adosado', '3 plantas', '389 m² construidos', '5 habitaciones', '5 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación sur', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
105692476,Piso en venta en calle de Linneo,Imperial,515000,"['108 m² construidos, 94 m² útiles', '4 habitaciones', '2 baños', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación norte, este, oeste', 'Construido en 1960', 'Calefacción central: Gas', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Consumo: \n136 kWh/m² año', 'Emisiones: \n28 kg CO2/m² año']"
28853762,Chalet pareado en venta en Palomas,Hortaleza,2050000,"['Chalet pareado', '334 m² construidos', '5 habitaciones', '5 baños', 'Parcela de 400 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Construido en 2007', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
104111225,Chalet adosado en venta en Nueva España,Chamartín,3110000,"['Chalet adosado', '3 plantas', '389 m² construidos', '5 habitaciones', '5 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación sur', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Consumo:', 'Emisiones:']"
104983919,Piso en venta en Huertas-Cortes,Centro,1040000,"['153 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/para reformar', 'Orientación este', 'Construido en 1870', 'Calefacción individual: Eléctrica', 'Planta 2ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
105692476,Piso en venta en calle de Linneo,Imperial,515000,"['108 m² construidos, 94 m² útiles', '4 habitaciones', '2 baños', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Orientación norte, este, oeste', 'Construido en 1960', 'Calefacción central: Gas', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']","['Consumo: \n136 kWh/m² año', 'Emisiones: \n28 kg CO2/m² año']"
105965544,Casa o chalet independiente en venta en avenida de Fuentelarreina,Ciudad Universitaria,2250000,"['Casa o chalet independiente', '2 plantas', '510 m² construidos', '6 habitaciones', '7 baños', 'Parcela de 1.390 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Construido en 1970', 'Calefacción individual']","['Piscina', 'Jardín', 'En trámite']"
106095508,Chalet pareado en venta en Alameda de Osuna,Barajas,1350000,"['Chalet pareado', '333 m² construidos', '4 habitaciones', '3 baños', 'Parcela de 822 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Construido en 1980', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'En trámite']"
106213271,Piso en venta en Estrella,Retiro,665000,"['88 m² construidos', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación oeste', 'Calefacción individual: Gas natural', 'Planta 6ª exterior', 'Con ascensor']",['En trámite']
105329169,N/A,N/A,N/A,[],[]
105980504,N/A,N/A,N/A,[],[]
101329238,Piso en venta en calle del Doctor Esquerdo,Fuente del Berro,795000,"['128 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Planta 5ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
105580740,"Piso en venta en calle del Monasterio de las Batuecas, 23",Montecarmelo,724000,"['163 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Calefacción individual: Gas natural', 'Bajo exterior', 'Con ascensor']","['Aire acondicionado', 'Piscina', 'Zonas verdes', 'Consumo:', 'Emisiones:']"
106361370,Piso en venta en calle del Casino,Lavapiés-Embajadores,460000,"['88 m² construidos', '3 habitaciones', '1 baño', 'Plaza de garaje por 28.000 € adicionales', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación norte', 'Construido en 1955', 'Calefacción individual: Gas natural', 'Planta 5ª interior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
106280987,Piso en venta en calle de Carranza,Malasaña-Universidad,590000,"['98 m² construidos', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Trastero', 'Orientación norte', 'Construido en 1970', 'Calefacción individual: Gas natural', 'Planta 1ª exterior', 'Con ascensor']","['Consumo:', 'Emisiones:']"
102455413,Piso en venta en calle de Serrano,Castellana,1275000,"['125 m² construidos', '3 habitaciones', '4 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Calefacción central', 'Planta 1ª exterior', 'Con ascensor']","['Aire acondicionado', 'Consumo:', 'Emisiones:']"
106294584,Chalet adosado en venta en calle del Cerro Minguete,Arroyo del Fresno,1072000,"['Chalet adosado', '4 plantas', '330 m² construidos', '6 habitaciones', '5 baños', 'Parcela de 120 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación sur', 'Construido en 1997', 'Calefacción individual: Gas natural']","['Aire acondicionado', 'Piscina', 'Jardín', 'Consumo:', 'Emisiones:']"
104566289,Piso en venta en calle de la Fuente del Berro,Goya,1490000,"['186 m² construidos', '5 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación este', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']","['Aire acondicionado', 'En trámite']"
